@RELATION   'derisi0.names : -C 58 '
@ATTRIBUTE root					{0,1}
@ATTRIBUTE GO0003674					{0,1}
@ATTRIBUTE GO0005575					{0,1}
@ATTRIBUTE GO0008150					{0,1}
@ATTRIBUTE GO0003824					{0,1}
@ATTRIBUTE GO0005215					{0,1}
@ATTRIBUTE GO0005488					{0,1}
@ATTRIBUTE GO0032991					{0,1}
@ATTRIBUTE GO0043226					{0,1}
@ATTRIBUTE GO0044422					{0,1}
@ATTRIBUTE GO0044464					{0,1}
@ATTRIBUTE GO0008152					{0,1}
@ATTRIBUTE GO0009987					{0,1}
@ATTRIBUTE GO0050896					{0,1}
@ATTRIBUTE GO0051234					{0,1}
@ATTRIBUTE GO0065007					{0,1}
@ATTRIBUTE GO0016740					{0,1}
@ATTRIBUTE GO0016787					{0,1}
@ATTRIBUTE GO0003676					{0,1}
@ATTRIBUTE GO0005515					{0,1}
@ATTRIBUTE GO0043234					{0,1}
@ATTRIBUTE GO0043227					{0,1}
@ATTRIBUTE GO0043229					{0,1}
@ATTRIBUTE GO0044446					{0,1}
@ATTRIBUTE GO0016020					{0,1}
@ATTRIBUTE GO0044424					{0,1}
@ATTRIBUTE GO0044425					{0,1}
@ATTRIBUTE GO0009058					{0,1}
@ATTRIBUTE GO0043170					{0,1}
@ATTRIBUTE GO0044237					{0,1}
@ATTRIBUTE GO0044238					{0,1}
@ATTRIBUTE GO0016043					{0,1}
@ATTRIBUTE GO0006950					{0,1}
@ATTRIBUTE GO0006810					{0,1}
@ATTRIBUTE GO0051649					{0,1}
@ATTRIBUTE GO0050789					{0,1}
@ATTRIBUTE GO0043231					{0,1}
@ATTRIBUTE GO0044428					{0,1}
@ATTRIBUTE GO0005737					{0,1}
@ATTRIBUTE GO0044444					{0,1}
@ATTRIBUTE GO0019538					{0,1}
@ATTRIBUTE GO0043283					{0,1}
@ATTRIBUTE GO0044260					{0,1}
@ATTRIBUTE GO0006139					{0,1}
@ATTRIBUTE GO0006996					{0,1}
@ATTRIBUTE GO0046907					{0,1}
@ATTRIBUTE GO0019222					{0,1}
@ATTRIBUTE GO0050794					{0,1}
@ATTRIBUTE GO0005634					{0,1}
@ATTRIBUTE GO0005739					{0,1}
@ATTRIBUTE GO0044267					{0,1}
@ATTRIBUTE GO0006259					{0,1}
@ATTRIBUTE GO0016070					{0,1}
@ATTRIBUTE GO0043412					{0,1}
@ATTRIBUTE GO0051276					{0,1}
@ATTRIBUTE GO0031323					{0,1}
@ATTRIBUTE GO0006464					{0,1}
@ATTRIBUTE GO0007001					{0,1}
@ATTRIBUTE  g1                                      numeric
@ATTRIBUTE  g1_bkg                                  numeric
@ATTRIBUTE  r1                                      numeric
@ATTRIBUTE  r1_bkg                                  numeric
@ATTRIBUTE  f1                                      numeric
@ATTRIBUTE  g2                                      numeric
@ATTRIBUTE  g2_bkg                                  numeric
@ATTRIBUTE  r2                                      numeric
@ATTRIBUTE  r2_bkg                                  numeric
@ATTRIBUTE  f2                                      numeric
@ATTRIBUTE  g3                                      numeric
@ATTRIBUTE  g3_bkg                                  numeric
@ATTRIBUTE  r3                                      numeric
@ATTRIBUTE  r3_bkg                                  numeric
@ATTRIBUTE  f3                                      numeric
@ATTRIBUTE  g4                                      numeric
@ATTRIBUTE  g4_bkg                                  numeric
@ATTRIBUTE  r4                                      numeric
@ATTRIBUTE  r4_bkg                                  numeric
@ATTRIBUTE  f4                                      numeric
@ATTRIBUTE  g5                                      numeric
@ATTRIBUTE  g5_bkg                                  numeric
@ATTRIBUTE  r5                                      numeric
@ATTRIBUTE  r5_bkg                                  numeric
@ATTRIBUTE  f5                                      numeric
@ATTRIBUTE  g6                                      numeric
@ATTRIBUTE  g6_bkg                                  numeric
@ATTRIBUTE  r6                                      numeric
@ATTRIBUTE  r6_bkg                                  numeric
@ATTRIBUTE  f6                                      numeric
@ATTRIBUTE  g7                                      numeric
@ATTRIBUTE  g7_bkg                                  numeric
@ATTRIBUTE  r7                                      numeric
@ATTRIBUTE  r7_bkg                                  numeric
@ATTRIBUTE  f7                                      numeric
@ATTRIBUTE  g1_ratio                                numeric
@ATTRIBUTE  g2_ratio                                numeric
@ATTRIBUTE  g3_ratio                                numeric
@ATTRIBUTE  g4_ratio                                numeric
@ATTRIBUTE  g5_ratio                                numeric
@ATTRIBUTE  g6_ratio                                numeric
@ATTRIBUTE  g7_ratio                                numeric
@ATTRIBUTE  r1_ratio                                numeric
@ATTRIBUTE  r2_ratio                                numeric
@ATTRIBUTE  r3_ratio                                numeric
@ATTRIBUTE  r4_ratio                                numeric
@ATTRIBUTE  r5_ratio                                numeric
@ATTRIBUTE  r6_ratio                                numeric
@ATTRIBUTE  r7_ratio                                numeric
@ATTRIBUTE  g1dashbkg                               numeric
@ATTRIBUTE  g2dashbkg                               numeric
@ATTRIBUTE  g3dashbkg                               numeric
@ATTRIBUTE  g4dashbkg                               numeric
@ATTRIBUTE  g5dashbkg                               numeric
@ATTRIBUTE  g6dashbkg                               numeric
@ATTRIBUTE  g7dashbkg                               numeric
@ATTRIBUTE  r1dashbkg                               numeric
@ATTRIBUTE  r2dashbkg                               numeric
@ATTRIBUTE  r3dashbkg                               numeric
@ATTRIBUTE  r4dashbkg                               numeric
@ATTRIBUTE  r5dashbkg                               numeric
@ATTRIBUTE  r6dashbkg                               numeric
@ATTRIBUTE  r7dashbkg                               numeric


@DATA
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920,2423,2236,1181,0,4917,3142,4616,2681,0,3943,1840,3769,1480,0,4374,1690,4154,1280,0,3210,1869,1927,1004,0,4283,2703,4535,2511,0,3988,1252,4658,944,0,1.42,0.92,0.92,0.93,1.45,0.78,0.74,0.7,1.09,1.09,1.08,0.69,1.28,1.35,1497,1775,2103,2684,1341,1580,2736,1055,1935,2289,2874,923,2024,3714
1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9946,2064,10568,1129,0,8263,2432,7621,1427,0,8642,1571,8460,1214,0,6501,1213,4407,852,0,7954,1674,5352,1366,0,6058,2336,3378,1616,0,6838,1028,2515,719,0,0.84,0.94,0.98,1.49,1.58,2.11,3.23,1.19,1.06,1.02,0.67,0.63,0.47,0.31,7882,5831,7071,5288,6280,3722,5810,9439,6194,7246,3555,3986,1762,1796
1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,5624,2246,4797,1283,0,5626,2520,4583,1549,0,3886,1529,3925,1183,0,3014,1177,2593,835,0,4643,1909,4379,1366,0,4504,2152,3336,1531,0,2928,987,2128,773,0,0.96,1.02,0.86,1.04,0.91,1.3,1.43,1.04,0.98,1.16,0.96,1.1,0.77,0.7,3378,3106,2357,1837,2734,2352,1941,3514,3034,2742,1758,3013,1805,1355
1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4284,2641,2624,1344,0,3999,2698,2724,1581,0,3460,2001,3774,1572,0,3552,1563,3124,1081,0,2755,1840,1738,1106,0,4531,2589,4318,1788,0,2913,1208,3952,798,0,1.28,1.14,0.66,0.97,1.45,0.77,0.54,0.78,0.88,1.52,1.03,0.69,1.3,1.85,1643,1301,1459,1989,915,1942,1705,1280,1143,2202,2043,632,2530,3154
1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,4887,2724,3518,1412,0,4444,2866,2959,1650,0,3896,2008,3378,1549,0,3424,1550,2794,1133,0,3261,1791,2343,1150,0,4720,2610,3769,1843,0,2736,1242,1472,811,0,1.03,1.21,1.03,1.13,1.23,1.1,2.26,0.97,0.83,0.97,0.88,0.81,0.91,0.44,2163,1578,1888,1874,1470,2110,1494,2106,1309,1829,1661,1193,1926,661
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9683,2373,8880,1178,0,10102,3335,9836,2750,0,11357,1947,12880,1598,0,12810,1710,9405,1386,0,8606,1789,4599,1003,0,12075,2812,5712,2507,0,11790,1233,3264,878,0,0.95,0.95,0.83,1.38,1.9,2.89,4.42,1.05,1.05,1.2,0.72,0.53,0.35,0.23,7310,6767,9410,11100,6817,9263,10557,7702,7086,11282,8019,3596,3205,2386
1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3720,2359,2266,1058,0,4884,3309,4496,2648,0,3269,1903,2935,1581,0,2779,1367,2189,1022,0,2866,1822,1685,1028,0,3819,2773,3503,2588,0,2473,1179,1905,833,0,1.13,0.85,1.01,1.21,1.59,1.14,1.21,0.88,1.18,0.99,0.83,0.63,0.88,0.83,1361,1575,1366,1412,1044,1046,1294,1208,1848,1354,1167,657,915,1072
1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3472,2454,1832,1206,0,3793,2676,2449,1538,0,3290,1997,3108,1543,0,2711,1520,2021,1030,0,2675,1789,1675,1045,0,4002,2616,3670,1808,0,2382,1206,2188,843,0,1.63,1.23,0.83,1.2,1.41,0.74,0.87,0.61,0.81,1.2,0.83,0.71,1.35,1.15,1018,1117,1293,1191,886,1386,1176,626,911,1565,991,630,1862,1345
1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,2876,1974,1783,1070,0,3191,2243,2176,1311,0,2168,1338,2076,946,0,1709,1105,1358,809,0,2141,1386,1810,1085,0,3115,2256,2712,1591,0,1753,839,2197,676,0,1.27,1.1,0.73,1.1,1.04,0.77,0.6,0.79,0.91,1.37,0.91,0.96,1.3,1.67,902,948,830,604,755,859,914,713,865,1130,549,725,1121,1521
1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,12122,2496,12522,1286,0,8622,2964,8740,1832,0,11807,2070,12893,1634,0,10193,1662,9938,1089,0,7695,1715,7197,1181,0,10892,2790,5608,1804,0,8712,1271,2638,798,0,0.86,0.82,0.86,0.96,0.99,2.13,4.04,1.16,1.22,1.16,1.04,1.01,0.47,0.25,9626,5658,9737,8531,5980,8102,7441,11236,6908,11259,8849,6016,3804,1840
1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5422,1929,4693,985,0,4841,2287,4064,1332,0,3428,1262,3460,970,0,3012,1093,3376,741,0,3596,1563,4969,1351,0,3948,2169,6196,1546,0,2805,840,3711,655,0,0.94,0.93,0.87,0.73,0.56,0.38,0.64,1.06,1.08,1.15,1.37,1.79,2.63,1.56,3493,2554,2166,1919,2033,1779,1965,3708,2732,2490,2635,3618,4650,3056
1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,22514,1800,23871,1051,0,20085,3249,24402,2616,0,19685,1917,19277,1505,0,28924,1468,24120,1080,0,16435,1891,12253,1010,0,22561,2791,19955,2580,0,23973,1148,18437,868,0,0.91,0.77,1,1.19,1.29,1.14,1.3,1.1,1.3,1,0.84,0.78,0.88,0.77,20714,16836,17768,27456,14544,19770,22825,22820,21786,17772,23040,11243,17375,17569
1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3110,2250,1602,1087,0,4496,3179,3752,2652,0,3362,1537,3178,1281,0,2572,1350,1924,987,0,2522,1729,1366,869,0,3604,2681,3645,2490,0,2386,1054,1878,776,0,1.67,1.2,0.96,1.3,1.6,0.8,1.21,0.6,0.83,1.04,0.77,0.63,1.25,0.83,860,1317,1825,1222,793,923,1332,515,1100,1897,937,497,1155,1102
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,16806,1984,21037,1041,0,11636,2353,11758,1479,0,15186,1549,17579,1244,0,12622,1026,9366,734,0,15866,1693,11899,1274,0,18251,2383,9707,2026,0,13313,820,4270,649,0,0.74,0.9,0.83,1.34,1.33,2.07,3.45,1.35,1.11,1.2,0.75,0.75,0.48,0.29,14822,9283,13637,11596,14173,15868,12493,19996,10279,16335,8632,10625,7681,3621
1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8228,2646,7939,1373,0,7204,2953,6327,1854,0,8036,2073,7380,1591,0,5572,1519,6985,1038,0,5862,1753,7648,1131,0,6408,2594,14822,1870,0,4709,1216,6143,850,0,0.85,0.95,1.03,0.68,0.63,0.29,0.66,1.18,1.05,0.97,1.47,1.59,3.45,1.52,5582,4251,5963,4053,4109,3814,3493,6566,4473,5789,5947,6517,12952,5293
1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10097,1890,11884,950,0,8139,2271,9824,1356,0,6751,1392,8629,1009,0,5683,1115,6278,781,0,7747,1578,8194,1452,0,10254,2236,8634,1669,0,6699,908,4406,721,0,0.75,0.69,0.7,0.83,0.92,1.15,1.57,1.33,1.45,1.43,1.2,1.09,0.87,0.64,8207,5868,5359,4568,6169,8018,5791,10934,8468,7620,5497,6742,6965,3685
1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3005,1879,1997,963,0,3129,2129,2219,1205,0,2056,1242,2062,863,0,1859,1087,1611,757,0,2496,1374,2486,1521,0,3404,2197,3471,1657,0,1799,864,2047,640,0,1.09,0.99,0.68,0.9,1.16,0.67,0.66,0.92,1.01,1.47,1.11,0.86,1.49,1.52,1126,1000,814,772,1122,1207,935,1034,1014,1199,854,965,1814,1407
1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4601,2471,3448,1221,0,4470,2916,3447,1861,0,4545,1943,4159,1522,0,3433,1630,2750,1157,0,2647,1613,1946,1041,0,4064,2598,3760,1839,0,2858,1176,1990,790,0,0.96,0.98,0.99,1.13,1.14,0.76,1.4,1.04,1.02,1.01,0.88,0.88,1.32,0.71,2130,1554,2602,1803,1034,1466,1682,2227,1586,2637,1593,905,1921,1200
1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5421,1841,5249,982,0,4660,2106,4455,1188,0,3209,1213,3308,876,0,3087,1083,2205,761,0,4856,1486,4047,1506,0,5690,2147,3176,1634,0,2818,838,2073,671,0,0.84,0.78,0.82,1.39,1.33,2.3,1.41,1.19,1.28,1.22,0.72,0.75,0.43,0.71,3580,2554,1996,2004,3370,3543,1980,4267,3267,2432,1444,2541,1542,1402
1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5413,1946,4771,990,0,5281,2287,5652,1405,0,5020,1558,5938,1283,0,3481,976,6043,702,0,5482,1505,8592,1250,0,5817,2448,16036,2300,0,3387,1035,13451,1007,0,0.92,0.7,0.74,0.47,0.54,0.25,0.19,1.09,1.43,1.35,2.13,1.85,4,5.26,3467,2994,3462,2505,3977,3369,2352,3781,4247,4655,5341,7342,13736,12444
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5061,2338,3590,1210,0,5423,3006,3849,1933,0,4107,2004,3467,1579,0,4087,1445,3453,1016,0,3648,1740,2535,1083,0,5270,2661,4429,1867,0,3482,1126,2669,825,0,1.14,1.26,1.11,1.08,1.31,1.02,1.28,0.88,0.79,0.9,0.93,0.76,0.98,0.78,2723,2417,2103,2642,1908,2609,2356,2380,1916,1888,2437,1452,2562,1844
1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5023,2356,3679,1221,0,5679,2997,4054,1845,0,4668,1670,3905,1267,0,3860,1462,3050,1024,0,3746,1759,2932,1166,0,4863,2662,4136,1871,0,3026,1089,3013,774,0,1.09,1.21,1.14,1.18,1.13,0.97,0.87,0.92,0.83,0.88,0.85,0.88,1.03,1.15,2667,2682,2998,2398,1987,2201,1937,2458,2209,2638,2026,1766,2265,2239
1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3413,2334,1895,1184,0,4170,2878,2896,1818,0,4084,1944,4778,1500,0,2316,1407,1646,991,0,2233,1595,1472,1020,0,3684,2654,3423,1836,0,2017,1110,1629,744,0,1.52,1.2,0.65,1.39,1.41,0.65,1.02,0.66,0.83,1.54,0.72,0.71,1.54,0.98,1079,1292,2140,909,638,1030,907,711,1078,3278,655,452,1587,885
1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,17727,2420,18310,1244,0,15919,3167,15210,2061,0,10760,1919,10976,1526,0,12436,1478,9114,1008,0,10914,1795,8534,1314,0,19498,2706,8605,1878,0,11698,1206,3889,852,0,0.9,0.97,0.94,1.35,1.26,2.5,3.45,1.11,1.03,1.06,0.74,0.79,0.4,0.29,15307,12752,8841,10958,9119,16792,10492,17066,13149,9450,8106,7220,6727,3037
1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13705,2360,13903,1243,0,11265,3066,11291,2146,0,13645,2001,10421,1544,0,10993,1460,5456,1008,0,6987,1832,3855,1242,0,10460,2572,4747,1758,0,8760,1152,3740,818,0,0.9,0.9,1.31,2.14,1.97,2.64,2.6,1.11,1.11,0.76,0.47,0.51,0.38,0.38,11345,8199,11644,9533,5155,7888,7608,12660,9145,8877,4448,2613,2989,2922
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8433,1814,7903,994,0,5915,1998,5470,1182,0,3835,1167,4652,890,0,4913,1144,4096,799,0,8925,1374,9281,1256,0,15149,2041,13465,1568,0,4223,805,3026,624,0,0.96,0.91,0.71,1.14,0.94,1.1,1.42,1.04,1.1,1.41,0.88,1.06,0.91,0.7,6619,3917,2668,3769,7551,13108,3418,6909,4288,3762,3297,8025,11897,2402
1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,5142,2582,3388,1174,0,4344,2266,4480,1419,0,3127,1506,2736,1163,0,4936,1484,4892,1144,0,5660,1863,4680,951,0,5100,2677,5256,2302,0,2952,1077,1953,801,0,1.16,0.68,1.03,0.92,1.02,0.82,1.63,0.86,1.47,0.97,1.09,0.98,1.22,0.61,2560,2078,1621,3452,3797,2423,1875,2214,3061,1573,3748,3729,2954,1152
1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4831,2157,4140,1183,0,5150,3114,4977,2498,0,6477,1757,8908,1396,0,3306,1290,3236,1000,0,3273,1629,2492,1158,0,4409,2309,4743,2058,0,4021,916,2678,675,0,0.9,0.82,0.63,0.9,1.23,0.78,1.55,1.11,1.22,1.59,1.11,0.81,1.28,0.65,2674,2036,4720,2016,1644,2100,3105,2957,2479,7512,2236,1334,2685,2003
1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,4843,2484,3110,1141,0,3671,2261,2582,1350,0,3233,1543,2583,1206,0,4673,1602,3489,1176,0,4971,1768,3036,910,0,4567,2553,4329,2130,0,3007,1041,2444,796,0,1.2,1.14,1.23,1.33,1.51,0.92,1.19,0.83,0.88,0.81,0.75,0.66,1.09,0.84,2359,1410,1690,3071,3203,2014,1966,1969,1232,1377,2313,2126,2199,1648
1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4934,2141,4364,1091,0,5414,2884,5236,2317,0,7084,1753,7516,1371,0,3740,1263,3201,996,0,3626,1618,2396,1143,0,4731,2374,4645,2050,0,4894,889,4012,695,0,0.85,0.87,0.87,1.12,1.6,0.91,1.21,1.18,1.15,1.15,0.89,0.63,1.1,0.83,2793,2530,5331,2477,2008,2357,4005,3273,2919,6145,2205,1253,2595,3317
1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9502,2723,7408,1319,0,4589,2255,3379,1269,0,4589,1499,3298,1090,0,6225,1269,3995,865,0,7546,1834,5418,1140,0,6611,2252,6494,1364,0,3198,947,1795,672,0,1.11,1.11,1.4,1.58,1.34,0.85,2,0.9,0.9,0.71,0.63,0.75,1.18,0.5,6779,2334,3090,4956,5712,4359,2251,6089,2110,2208,3130,4278,5130,1123
1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4511,2082,3365,1115,0,4871,3114,4277,2419,0,5477,1645,4824,1239,0,3162,1278,2619,978,0,3130,1543,2197,1086,0,3948,2416,3452,2135,0,5774,940,6504,686,0,1.08,0.95,1.07,1.15,1.43,1.16,0.83,0.93,1.05,0.93,0.87,0.7,0.86,1.2,2429,1757,3832,1884,1587,1532,4834,2250,1858,3585,1641,1111,1317,5818
1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12437,2303,14415,1245,0,11340,2725,16516,1698,0,11341,1928,22211,1636,0,9638,1406,12408,1019,0,8629,1700,10745,1219,0,7686,2568,6435,1731,0,10463,1111,7508,825,0,0.77,0.58,0.46,0.72,0.73,1.09,1.4,1.3,1.72,2.17,1.39,1.37,0.92,0.71,10134,8615,9413,8232,6929,5118,9352,13170,14818,20575,11389,9526,4704,6683
1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4058,2267,3267,1246,0,4043,2728,3179,1612,0,3397,1634,3106,1262,0,2589,1284,2113,920,0,2906,1582,2412,1100,0,3037,2200,2568,1516,0,2293,1029,2061,759,0,0.89,0.84,0.96,1.09,1.01,0.8,0.97,1.12,1.19,1.04,0.92,0.99,1.25,1.03,1791,1315,1763,1305,1324,837,1264,2021,1567,1844,1193,1312,1052,1302
1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4667,2712,2785,1260,0,3478,2501,2177,1445,0,2570,1776,2140,1306,0,2704,1471,2112,978,0,3209,1803,2242,1129,0,3830,2386,3610,1532,0,2048,1130,1534,730,0,1.28,1.33,0.95,1.09,1.26,0.69,1.14,0.78,0.75,1.05,0.92,0.79,1.45,0.88,1955,977,794,1233,1406,1444,918,1525,732,834,1134,1113,2078,804
1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3266,2170,2264,1222,0,3740,2652,2669,1691,0,2736,1556,2529,1183,0,2139,1236,2200,924,0,2548,1488,2683,1168,0,2957,2351,3019,1695,0,1894,1005,2694,744,0,1.05,1.11,0.88,0.71,0.7,0.46,0.46,0.95,0.9,1.14,1.41,1.43,2.17,2.17,1096,1088,1180,903,1060,606,889,1042,978,1346,1276,1515,1324,1950
